,username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes,join_year,age
97786,WinryCockswell,5732278,2,18,2,2,12,6.849305555555556,Male,MI,1997-03-28,,2016-09-28 00:00:00,2017-07-25 03:51:52,8.74,0.0,398,2016,24.578359434892125
43596,Shou19,41448,3,10,0,0,4,9.401388888888889,Male,NY,1989-06-19,,2008-03-06 00:00:00,2010-05-26 18:35:00,9.38,0.0,564,2008,32.351330631913264
100015,verydarkmatter,4030587,17,130,14,13,100,43.97291666666667,Male,MI,1999-04-30,,2014-08-18 00:00:00,2018-03-28 12:29:07,7.67,3.0,2646,2014,22.48932208958493
107735,palmtree,80240,8,15,3,22,1,7.964583333333334,Male,FL,1971-03-25,,2008-07-27 00:00:00,2017-06-22 01:56:00,6.58,1.0,522,2008,50.588654035702554
18880,bluemoon_09,8744,0,1,0,0,1,0.9201388888888888,Male,TX,1991-04-13,,2007-07-28 00:00:00,2007-07-28 17:35:00,9.5,0.0,51,2007,30.53608586135144
34022,gigi2223,274666,1,2,0,0,0,2.107638888888889,Female,TX,1996-09-10,,2009-12-27 00:00:00,2009-12-27 19:15:00,8.67,6.0,128,2009,25.123206658635418
101916,drip,1300721,4,273,19,18,41,69.59027777777777,Male,OH,1995-11-13,,2012-05-13 00:00:00,2018-05-15 02:26:59,7.65,10.0,4345,2012,25.950060234366443
21163,mysticamarac,4671161,29,243,5,4,326,95.60277777777776,Male,KY,1994-10-13,,2015-06-12 00:00:00,2018-05-11 23:12:09,7.52,7.0,5680,2015,27.034278830358122
21514,Amorphous_Otaku,1339245,1,268,12,17,51,106.52777777777776,Male,CA,1996-02-17,,2012-06-09 00:00:00,2018-05-14 21:56:11,7.43,3.0,6381,2012,25.687219362610886
96634,lifelessgod,668475,18,476,44,25,79,122.86145833333332,Male,TX,1992-10-05,,2011-09-29 00:00:00,2018-03-27 09:16:49,7.67,0.0,7795,2011,29.054868031978973
83261,clomax7786,219283,22,123,4,4,33,48.6875,Male,MD,1986-07-07,,2009-08-10 00:00:00,2014-12-02 21:29:00,7.64,0.0,2805,2009,35.30281458766838
58296,BeatlesPkmnFan42,4540578,3,40,2,1,140,13.102777777777778,Female,WA,1996-08-09,,2015-04-05 00:00:00,2017-07-10 09:20:00,7.19,3.0,903,2015,25.210820282553936
64027,LadySoki,500348,3,56,1,11,47,15.770833333333334,Female,FL,1989-06-04,,2011-06-18 00:00:00,2018-05-21 09:34:17,7.67,0.0,957,2011,32.39239951812507
103287,tesuji,304641,1,34,6,2,23,5.528472222222222,Male,WA,1990-03-12,,2010-03-14 00:00:00,2010-06-12 22:48:00,7.85,0.0,262,2010,31.62304238309057
56673,LeaderTGW,2919861,74,2251,20,46,231,615.346400462963,Male,MD,1995-04-21,,2013-07-23 00:00:00,2017-12-18 14:56:00,7.09,31.0,39340,2013,26.51407293834191
59563,Miyourii,126353,19,13,5,9,12,6.836805555555555,Female,OK,1996-03-07,,2008-12-22 00:00:00,2010-02-13 13:37:00,7.93,7.0,413,2008,25.635198773409265
108095,LiFeAsTrE14,1880418,9,7,0,0,15,3.183333333333333,Male,CA,1998-07-25,,2012-12-10 00:00:00,2015-07-14 15:25:00,0.0,0.0,191,2012,23.25320337312452
41627,KuroPantsu,373755,10,657,18,32,76,131.8673611111111,Male,TX,1988-09-29,,2010-08-23 00:00:00,2018-05-19 23:55:00,7.25,0.0,8203,2010,33.071405103493596
68412,xjuanxmartinezx,5633263,38,157,310,32,29,66.00277777777778,Male,TX,1996-09-26,,2016-08-18 00:00:00,2018-05-02 02:46:20,6.58,0.0,4042,2016,25.079399846676157
77833,rectim34,560873,4,28,7,0,4,14.555555555555555,Male,NC,1987-01-25,,2011-08-31 00:00:00,2011-09-01 05:52:00,8.32,0.0,839,2011,34.74975358668273
3561,Caw,14719,9,175,9,19,29,61.46666666666667,Male,FL,1986-03-17,,2007-09-23 00:00:00,2016-06-02 00:24:00,7.8,12.0,3711,2007,35.6094622713832
24064,lonelyguy92,246430,7,123,8,4,24,64.20625,Male,NE,1992-07-12,,2009-10-14 00:00:00,2015-05-12 16:30:00,9.98,1.0,3872,2009,29.28759172051254
75995,moonlight5513,4609352,1,16,1,0,3,5.584027777777778,Female,CA,2000-03-17,,2015-05-11 00:00:00,2018-03-20 04:09:25,8.4,0.0,323,2015,21.60770999890483
44169,nanakomanic,164819,0,46,3,0,80,18.15486111111111,Female,IL,1992-03-04,,2009-03-30 00:00:00,2011-06-06 23:44:00,7.39,0.0,1059,2009,29.643522067681523
77982,puppe-junko,112626,1,67,0,0,7,27.954166666666666,Female,PA,1983-02-24,,2008-11-08 00:00:00,2009-01-15 15:25:00,8.1,15.0,1607,2008,38.66772533128901
34237,IKUTO_LOVER_14,92894,2,1,0,0,2,0.5909722222222222,Female,MI,1994-02-23,,2008-09-07 00:00:00,2008-11-09 12:10:00,8.67,2.0,37,2008,27.669477603767387
35900,alukardthedark,313801,2,8,0,0,1,2.157638888888889,Male,VA,1984-07-30,,2010-04-07 00:00:00,2011-05-20 20:05:00,8.5,0.0,128,2010,37.23852809111817
61361,Jossiel27,3480831,4,19,0,0,31,17.638194444444444,Male,TX,1997-03-26,,2014-01-11 00:00:00,2016-02-21 20:53:00,9.0,0.0,1090,2014,24.583835286387032
88938,rawr97,3871085,10,165,20,2,57,75.43263888888889,Male,IN,1997-06-21,,2014-06-25 00:00:00,2018-05-22 22:18:00,8.44,0.0,4538,2014,24.34563574635856
63405,Chi-Yami,1697513,15,186,21,4,109,53.62832175925925,Female,CA,1996-11-14,,2012-10-28 00:00:00,2018-05-21 08:01:16,9.82,0.0,3366,2012,24.945241485050925
39163,kingofkings,204687,14,108,23,6,1,45.770833333333336,Male,NJ,1990-01-25,,2009-07-08 00:00:00,2011-07-13 19:12:00,7.8,2.0,2702,2009,31.748986967473442
6919,Brandon-san,4943537,36,347,2,0,204,90.24652777777776,Male,OH,1993-04-17,,2015-10-18 00:00:00,2018-04-30 04:32:50,6.95,2.0,5438,2015,28.523710436972948
44019,Karasu87,12041,100,134,2,2,213,42.12873842592592,Male,GA,1987-08-23,,2007-09-02 00:00:00,2018-04-13 19:24:52,8.29,0.0,2521,2007,34.17478917971744
80316,yukimuragirl,141527,4,35,0,0,12,24.102083333333333,Female,IA,1992-05-06,,2009-01-21 00:00:00,2011-07-03 22:08:00,8.08,0.0,1446,2009,29.47103274559194
107535,otsuge,1360895,10,285,35,1,86,113.16180555555556,Female,NY,1996-10-05,,2012-06-23 00:00:00,2017-08-19 01:57:00,8.64,17.0,6728,2012,25.054758514949075
88277,KnittyGurl13,4701899,6,186,8,7,54,60.15083333333333,Female,NY,1992-03-07,,2015-06-27 00:00:00,2018-05-23 15:38:25,8.05,91.0,3680,2015,29.635308290439163
36049,twisty2010,389080,7,25,0,0,1,25.122222222222224,Male,CA,1978-02-28,,2010-09-28 00:00:00,2010-10-12 10:55:00,7.78,4.0,1507,2010,43.65622604314971
76903,NekoAnimu,5930185,6,11,0,0,9,2.8354166666666667,Female,CA,1995-12-23,,2016-12-26 00:00:00,2018-02-08 01:45:19,0.0,0.0,171,2016,25.840543204468293
69980,Kouvvix,3171599,13,126,6,14,1,31.909027777777776,Male,MA,1998-09-22,,2013-09-18 00:00:00,2018-05-02 05:54:50,6.03,93.0,1889,2013,23.09166575402475
23198,wrayckage,391205,8,46,1,1,68,6.084722222222222,Male,CA,1991-03-24,,2010-10-03 00:00:00,2018-05-19 07:44:45,8.33,1.0,387,2010,30.590844376300513
86750,Gimmicks,1201141,7,198,50,9,427,34.90833333333333,Female,CA,1987-10-26,,2012-03-16 00:00:00,2018-05-05 09:54:59,6.76,15.0,2214,2012,33.99956193188041
96932,DRAMAticalxNek0,4106437,9,217,0,0,445,68.84236111111112,Male,TN,1998-09-11,,2014-09-18 00:00:00,2018-03-28 09:03:19,7.03,12.0,4172,2014,23.121782937246742
36573,Donnimon,123042,3,6,0,1,0,2.796527777777778,Female,GA,1989-12-11,,2008-12-12 00:00:00,2009-01-07 16:13:00,8.5,13.0,170,2008,31.87219362610886
79581,mylilownaznworld,366392,2,188,7,7,86,117.51944444444445,Female,LA,1995-12-24,,2010-08-06 00:00:00,2018-01-21 20:18:16,7.72,9.0,6997,2010,25.83780527872084
28305,usagirikkuchan,227570,6,146,30,10,84,55.95763888888889,Female,CA,1986-12-30,,2009-08-29 00:00:00,2012-07-18 17:12:00,7.83,21.0,3323,2009,34.82093965611653
20570,kimastermike,425220,5,652,0,0,3,191.67152777777775,Male,NC,1984-04-16,,2010-12-27 00:00:00,2013-02-28 06:58:00,6.94,5.0,11475,2010,37.52601029460081
96218,moon_sugar,477208,3,150,13,28,40,54.75416666666667,Female,TN,1996-11-23,,2011-04-22 00:00:00,2018-02-13 06:04:26,7.82,69.0,3187,2011,24.920600153323843
96955,RegalYam,3930807,11,44,0,0,0,33.828472222222224,Male,NY,1996-04-30,,2014-07-15 00:00:00,2015-10-24 19:18:00,8.87,0.0,2041,2014,25.487350783046764
84586,BKPhenomenon,813633,5,83,9,1,56,40.88541666666666,Male,WI,1993-08-05,,2011-10-25 00:00:00,2016-05-03 03:58:00,9.0,0.0,2434,2011,28.22253860475304
53987,Electronica,343650,40,223,14,2,224,73.62430555555555,Male,TX,1987-12-01,,2010-06-19 00:00:00,2018-04-11 11:19:11,5.91,3.0,4396,2010,33.90099660497207
25530,chibigave,264725,43,86,0,0,23,22.047916666666666,Male,IL,1994-06-01,,2009-12-01 00:00:00,2017-09-06 01:11:00,9.18,0.0,1330,2009,27.40116088051692
97054,LEVI_1_,2973605,2,353,0,0,0,92.05694444444444,Male,GA,1995-04-28,,2013-08-01 00:00:00,2015-02-08 12:40:00,7.67,3.0,5374,2013,26.494907458109736
62495,Arkolis,265312,6,103,2,1,9,35.37222222222222,Male,TX,1987-03-05,,2009-12-02 00:00:00,2015-06-15 13:14:00,8.69,6.0,2107,2009,34.64297448253203
19919,Kaijuu__,240855,37,66,0,8,32,29.125694444444445,Female,TN,1992-09-17,,2009-09-30 00:00:00,2017-11-27 18:01:00,8.23,0.0,1759,2009,29.10415069543314
16314,Mavrick,22163,9,390,7,23,16,125.16805555555555,Male,NJ,1982-03-21,,2007-11-16 00:00:00,2008-11-12 18:19:00,7.05,77.0,7254,2007,39.598620085423285
3528,DudeInSilver,3468535,23,207,0,0,140,100.09097222222222,Male,CA,1997-12-05,,2014-01-07 00:00:00,2018-05-02 07:18:53,7.7,5.0,6070,2014,23.888402146533785
60341,Heromaster111,188894,11,131,5,4,21,44.55763888888889,Female,AL,1994-09-09,,2009-06-01 00:00:00,2015-02-12 08:33:00,7.22,108.0,2489,2009,27.127368305771547
63656,MattMedik,333519,7,74,0,1,7,30.204166666666666,Male,NC,1990-08-11,,2010-05-26 00:00:00,2016-12-10 09:54:00,7.86,0.0,1784,2010,31.206877669477603
79176,Nrglobal,2550641,19,136,16,19,38,74.32291666666667,Male,PA,1990-08-14,,2013-05-10 00:00:00,2018-01-20 23:01:55,7.33,0.0,4427,2013,31.198663892235242
103383,chakn,2095195,1,62,10,17,27,18.272916666666667,Male,MA,1993-12-17,,2013-01-26 00:00:00,2017-08-15 23:27:00,7.89,6.0,1075,2013,27.85565655459424
15964,Miirin,61854,2,31,7,7,4,11.765972222222222,Female,LA,1993-12-12,,2008-05-19 00:00:00,2012-09-04 01:06:00,8.24,23.0,680,2008,27.86934618333151
35203,Akito1014,39252,2,8,0,0,0,6.260416666666667,Male,TX,1987-10-14,,2008-02-24 00:00:00,2008-09-03 00:00:00,8.2,11.0,372,2008,34.03241704084985
98569,Shinigiami-sama,1353481,0,1,0,0,0,1.0,Male,PA,1998-12-07,,2012-06-19 00:00:00,2012-08-23 04:51:00,10.0,0.0,60,2012,22.883583397218267
57454,jainax,8904,8,58,1,0,0,27.92430555555556,Female,NY,1986-04-01,,2007-07-30 00:00:00,2009-11-27 18:39:00,8.92,1.0,1676,2007,35.5683933851714
69773,Daryan,65836,1,61,1,1,87,21.31736111111111,Male,WA,1989-04-23,,2008-06-04 00:00:00,2010-09-26 15:29:00,6.95,6.0,1225,2008,32.507392399518125
9030,Budgurl8151,5640,4,11,1,0,1,6.990972222222222,Female,NC,1990-05-18,,2007-06-13 00:00:00,2007-09-23 14:54:00,7.77,0.0,413,2007,31.43960135801117
48641,deathwiller,76000,3,6,0,0,2,7.936805555555556,Male,CO,1988-09-16,,2008-07-12 00:00:00,2008-07-17 21:58:00,8.11,0.0,487,2008,33.10699813821049
29983,donsanman,53827,45,255,25,0,126,137.40277777777777,Male,NY,1992-05-01,,2008-04-17 00:00:00,2017-10-02 04:51:52,8.04,6.0,8193,2008,29.48472237432921
192,Kinsley,41075,24,28,0,0,58,11.125694444444443,Female,NC,1987-02-10,,2008-03-04 00:00:00,2008-12-23 06:45:00,9.06,0.0,644,2008,34.70594677472347
81083,Proke_the_Man,4653469,6,240,8,4,197,52.96736111111111,Male,PA,1999-06-13,,2015-06-03 00:00:00,2018-05-22 10:46:00,7.35,0.0,3130,2015,22.368853356696967
74961,Dzimmerman300800,4576616,17,130,11,1,37,67.65277777777777,Male,PA,1987-04-21,,2015-04-23 00:00:00,2018-03-06 02:01:58,7.49,0.0,3983,2015,34.51429197240171
13167,Vire,300,5,35,10,1,20,12.95625,Male,NC,1985-04-04,,2006-03-30 00:00:00,2012-12-14 21:52:00,5.83,3.0,747,2006,36.55952250574964
92341,violetmoons,5448119,9,49,0,3,34,12.536805555555556,Female,FL,1998-08-31,,2016-06-01 00:00:00,2018-04-23 23:53:52,8.48,0.0,780,2016,23.15190012046873
37557,-Nightslayer-,1087673,3,323,0,0,1,123.62708333333332,Male,CA,1993-06-27,,2012-01-03 00:00:00,2018-04-15 07:11:22,8.33,0.0,7332,2012,28.329317708903734
71846,m2mtk,174896,3,4,0,0,0,6.225,Female,CA,1991-09-30,,2009-04-25 00:00:00,2009-04-25 13:07:00,8.14,0.0,379,2009,30.070638484284306
85522,EdgeMcB,344245,8,183,35,1,33,50.42916666666667,Male,CA,1990-03-01,,2010-06-21 00:00:00,2018-03-26 05:03:41,6.36,0.0,2889,2010,31.65315956631256
50662,Zetakitsune,24274,4,58,4,6,19,15.435416666666669,Male,AL,1991-04-19,,2007-12-01 00:00:00,2009-11-15 21:29:00,8.7,54.0,854,2007,30.519658306866717
41602,jessedarko,190257,2,16,0,0,3,6.049305555555556,Male,MI,1985-08-06,,2009-06-04 00:00:00,2009-06-19 20:23:25,7.45,0.0,324,2009,36.22001971306538
91909,Pixel_Kaiser,67063,10,134,31,44,108,41.30277777777778,Male,MS,1988-07-29,,2008-06-09 00:00:00,2017-01-10 05:25:43,5.94,38.0,2403,2008,33.241156499835725
70720,triforce7770,2127239,70,66,2,0,297,21.632638888888888,Male,TX,1992-03-18,,2013-02-02 00:00:00,2015-02-22 11:45:00,10.0,0.0,1357,2013,29.605191107217173
100041,piperlee85,228791,22,204,4,3,341,64.87083333333334,Female,NY,1985-11-16,,2009-09-01 00:00:00,2016-05-09 07:23:00,0.0,0.0,3785,2009,35.940751286825105
105426,Misaki226,1244151,0,19,1,1,1,6.820138888888889,Female,NY,1992-02-26,,2012-04-10 00:00:00,2012-05-13 15:19:00,8.9,45.0,415,2012,29.662687547913702
81073,grimicle13,3445309,36,276,8,3,149,94.62638888888888,Male,TX,1997-11-20,,2013-12-31 00:00:00,2018-05-16 22:13:09,8.53,0.0,5753,2013,23.929471032745592
71173,Guest82,63634,16,633,17,67,14,191.87916666666663,Male,CA,1991-12-21,,2008-05-25 00:00:00,2017-03-16 20:33:00,7.92,1.0,11917,2008,29.846128572993102
58870,ElloRoss,3016135,3,253,3,3,1,96.6875,Male,IL,1996-05-25,,2013-08-08 00:00:00,2016-10-12 10:48:00,8.27,0.0,5864,2013,25.41890263936042
78627,GeassAye,1548511,4,431,2,23,7,170.48125,Male,CO,1997-03-20,,2012-09-26 00:00:00,2018-04-06 04:54:52,7.47,6.0,10180,2012,24.600262840871757
23847,Akichii,1239891,22,251,2,2,11,52.24479166666666,Female,OH,1997-10-27,,2012-04-08 00:00:00,2013-09-23 16:36:00,6.56,0.0,3263,2012,23.99518125068448
27631,zephyrbadge,1503065,9,96,53,5,296,27.122222222222224,Male,MA,1993-03-08,,2012-09-08 00:00:00,2018-01-03 10:10:17,7.04,7.0,1705,2012,28.633227466871098
87945,Fujoshigirl,1239847,5,183,12,18,20,78.54444444444445,Female,KS,1985-03-04,,2012-04-08 00:00:00,2014-09-07 16:27:00,7.67,0.0,4688,2012,36.64439820392071
52748,YadGadge,1445,5,135,4,2,59,72.44930555555555,Male,MN,1983-02-22,,2006-12-15 00:00:00,2018-05-10 03:20:53,8.29,2.0,4322,2006,38.67320118278392
47427,Blood-Rayne,312262,6,27,0,0,2,21.788888888888888,Male,OH,1992-07-27,,2010-04-04 00:00:00,2012-05-08 11:31:00,8.59,0.0,1317,2010,29.246522834300734
63931,TrinityBennett,10331,2,26,2,3,11,7.208333333333333,Female,PA,1985-12-06,,2007-08-15 00:00:00,2008-05-25 18:18:00,8.25,0.0,429,2007,35.885992771876026
11621,Ritsu4,379919,4,196,14,3,13,50.03888888888889,Male,CA,1994-06-24,,2010-09-06 00:00:00,2018-05-19 05:01:56,8.67,0.0,3022,2010,27.338188588325483
67368,evelwolf,184622,7,15,2,0,8,24.90486111111111,Male,IA,1990-02-26,,2009-05-20 00:00:00,2017-01-16 15:32:00,8.59,14.0,1515,2009,31.661373343554924
39224,Wool,273041,97,310,215,1,353,86.20972222222223,Male,WA,1990-09-27,,2009-12-23 00:00:00,2017-08-08 03:36:00,8.71,47.0,5126,2009,31.078195159347278
75221,fabiomaster,3301745,2,235,0,0,5,67.51458333333333,Male,NY,1998-03-02,,2013-10-27 00:00:00,2017-04-20 02:31:00,7.31,0.0,4181,2013,23.65020260650531
20675,Joshy,24020,1,166,1,0,34,56.078472222222224,Male,TX,1986-09-19,,2007-11-28 00:00:00,2017-02-18 00:57:00,9.56,55.0,3426,2007,35.10020808235681
50496,noticemesenpaiii,3325057,19,108,3,6,28,23.35902777777778,Female,CA,1999-03-11,,2013-11-08 00:00:00,2018-03-10 01:20:05,9.07,46.0,1563,2013,22.626218376957617
50420,Marygami,1881660,0,3,0,0,1,1.0652777777777778,Female,CA,1995-10-12,,2012-12-10 00:00:00,2014-09-08 21:43:00,0.0,0.0,65,2012,26.037673858284965
4289,animegirl321,8562,13,23,4,0,0,16.084027777777777,Female,LA,1993-02-12,,2007-07-26 00:00:00,2008-12-09 15:29:00,9.03,6.0,955,2007,28.698937684809987
104382,lunafox,4263489,1,137,2,0,38,48.77430555555556,Female,TN,1989-09-08,,2014-11-18 00:00:00,2018-02-05 17:35:30,7.9,0.0,2873,2014,32.12955864636951
60038,kellandor,1373651,16,423,65,0,254,147.3486111111111,Male,CA,1993-10-18,,2012-07-01 00:00:00,2017-01-16 05:07:21,6.89,1.0,9907,2012,28.019932099441462
101475,Arina-tan,4828684,11,416,11,42,39,116.57638888888889,Female,WA,1995-12-11,,2015-08-21 00:00:00,2015-09-17 19:38:00,6.89,0.0,7272,2015,25.87339831343774
9857,RickyFromVegas,50372,21,88,11,11,14,34.295138888888886,Male,NV,1986-02-28,,2008-04-09 00:00:00,2011-12-14 01:39:00,7.91,0.0,2050,2008,35.65600700908991
77494,McClain,62667,3,476,52,0,67,167.58402777777778,Male,IL,1990-05-31,,2008-05-22 00:00:00,2018-05-07 23:16:20,6.67,0.0,9581,2008,31.40400832329427
102276,AlphaQRoughly,3293617,3,14,0,0,0,15.766666666666667,Male,TX,1995-08-18,,2013-10-25 00:00:00,2013-11-22 06:13:00,8.82,14.0,946,2013,26.18825977439492
50097,k3ls3yr1ann3,5355748,52,224,33,5,51,107.26388888888889,Female,CA,1991-04-28,,2016-04-20 00:00:00,2018-05-14 22:22:41,7.54,65.0,6598,2016,30.495016975139634
6931,Hamburgla,141568,3,28,1,1,44,12.823611111111113,Male,WA,1992-08-13,,2009-01-21 00:00:00,2009-02-07 20:17:00,8.69,3.0,754,2009,29.19997809659402
26808,vashgunfighter,12152,7,157,0,0,0,81.77569444444444,Male,WI,1987-05-09,,2007-09-03 00:00:00,2009-08-21 13:33:00,8.42,38.0,4758,2007,34.46500930894754
70174,Tamad,76398,33,146,93,36,43,49.97291666666667,Male,CA,1990-03-20,,2008-07-13 00:00:00,2016-08-20 12:39:00,7.64,1.0,2989,2008,31.601138977110942
60533,uberlegen,32639,2,104,6,17,3,22.679861111111112,Male,CA,1990-11-09,,2008-01-21 00:00:00,2017-12-10 17:34:00,6.63,3.0,1320,2008,30.960464352206767
34401,fink,26141,6,190,15,10,52,63.22152777777778,Female,FL,1992-02-27,,2007-12-14 00:00:00,2016-01-03 19:37:00,7.98,97.0,3814,2007,29.65994962216625
2283,FallenWish,329166,26,118,1,2,3,48.831944444444446,Female,TX,1999-02-03,,2010-05-15 00:00:00,2016-08-17 17:28:00,8.42,40.0,2937,2010,22.724783703865953
63712,Jay-Tookie,5189490,8,82,13,12,205,43.4875,Non-Binary,KY,1998-01-25,,2016-02-10 00:00:00,2018-05-11 20:43:00,6.5,45.0,2673,2016,23.748767933413646
57379,Bisho,10081,9,94,30,10,8,25.23472222222222,Female,PA,1970-04-25,,2007-08-12 00:00:00,2017-09-21 06:13:00,7.74,67.0,1481,2007,51.5031212353521
54557,socalplayer,541189,1,4,0,0,7,1.4166666666666667,Male,CA,1986-12-31,,2011-08-10 00:00:00,2012-12-30 14:15:00,8.25,0.0,86,2011,34.818201730369076
50534,jmay916,4817731,2,37,1,2,0,33.44444444444444,Male,NY,1997-09-16,,2015-08-16 00:00:00,2017-08-24 20:23:00,8.66,6.0,2035,2015,24.107436206330085
65306,chaz22,39724,17,6,0,0,26,6.334027777777778,Male,CA,1989-10-22,,2008-02-26 00:00:00,2011-04-01 20:03:00,9.64,0.0,383,2008,32.009089913481546
13973,MikeKanke,106509,2,40,5,1,4,14.935416666666669,Male,OH,1989-02-23,,2008-10-19 00:00:00,2015-03-28 19:08:00,7.49,5.0,863,2008,32.66893001861789
69956,Retr0_R0b0_5000,261207,12,33,2,0,0,15.17986111111111,Male,TX,1991-04-30,,2009-11-21 00:00:00,2016-04-21 22:19:00,9.14,14.0,880,2009,30.489541123644727
53493,Panda_L,1136031,31,285,0,2,18,94.390625,Male,CA,1995-10-19,,2012-02-06 00:00:00,2017-10-21 00:38:00,8.39,0.0,5828,2012,26.018508378052786
9826,StarlitRiot,8821,50,291,52,2,346,107.85833333333332,Female,MA,1986-09-24,,2007-07-29 00:00:00,2018-05-04 19:39:14,7.85,0.0,6483,2007,35.08651845361954
100960,zarckirishima166,6993653,9,80,12,8,3,55.38472222222222,Male,IL,1993-08-29,,2018-02-19 00:00:00,2018-04-27 18:39:26,7.48,0.0,3338,2018,28.15682838681415
78160,apsolution,134429,1,9,2,0,3,3.997916666666667,Male,CO,1989-07-16,,2009-01-13 00:00:00,2009-05-12 10:53:00,8.62,16.0,242,2009,32.27740663673201
61710,acushy,1631119,3,142,0,2,34,31.49305555555556,Female,CT,1995-12-26,,2012-10-13 00:00:00,2017-02-22 08:04:00,7.87,1.0,1807,2012,25.832329427225933
91287,Princessusagi,2376775,6,10,0,0,3,2.8944444444444444,Female,VA,1998-08-02,,2013-04-01 00:00:00,2015-09-02 19:36:00,8.36,6.0,177,2013,23.231299967144892
44839,Ranimara,1323285,0,58,3,5,23,18.897222222222226,Female,RI,1987-01-23,,2012-05-29 00:00:00,2018-01-04 21:25:29,8.31,23.0,1111,2012,34.755229438177636
59044,justProject,1941078,36,263,1,0,36,109.71319444444444,Male,OH,1993-06-01,,2012-12-24 00:00:00,2018-04-10 01:35:47,7.2,0.0,6587,2012,28.40050377833753
92766,Mishie017,388349,6,32,0,1,0,43.58611111111111,Female,AZ,1993-12-23,,2010-09-26 00:00:00,2016-04-28 04:18:00,7.56,2.0,2649,2010,27.839229000109516
23700,FullmetalPikachu,9992,8,96,28,21,96,25.927777777777777,Female,NJ,1993-04-24,,2007-08-11 00:00:00,2015-08-28 07:01:00,7.09,74.0,1633,2007,28.504544956740773
58038,Herdo,3562687,2,7,1,0,11,6.774305555555555,Male,AZ,1988-08-16,,2014-02-08 00:00:00,2015-10-29 08:22:05,8.2,8.0,404,2014,33.19187383638156
84670,SesshyzPiglet22,221059,1,5,2,0,1,6.126388888888889,Female,OH,1996-01-22,,2009-08-14 00:00:00,2009-09-07 17:33:00,9.0,8.0,371,2009,25.758405432044682
105460,Abatedust,369235,5,801,3,87,74,238.12314814814812,Male,TX,1990-10-04,,2010-08-13 00:00:00,2018-04-28 14:57:13,7.07,29.0,14829,2010,31.059029679115103
99426,blindbro,3306755,2,31,0,0,13,8.314583333333333,Male,MO,1992-06-19,,2013-10-30 00:00:00,2015-10-03 17:18:00,9.42,6.0,489,2013,29.350564012703977
30952,thefadinglight17,243709,37,82,0,1,61,51.75486111111111,Female,FL,1990-02-11,,2009-10-07 00:00:00,2017-01-16 14:54:00,7.76,5.0,3099,2009,31.702442229766728
36375,MyNameSucks,428507,8,239,30,17,375,97.52986111111112,Male,CA,1993-01-15,,2011-01-02 00:00:00,2018-04-11 21:07:30,7.03,33.0,5898,2011,28.77559960573869
8948,djthorpe10,3604717,21,189,4,5,16,106.55069444444445,Male,FL,1989-12-05,,2014-02-28 00:00:00,2017-06-21 00:08:00,9.38,108.0,6434,2014,31.88862118059358
18121,Stvn06092,91949,21,140,6,0,48,95.09097222222222,Male,CO,1992-04-15,,2008-09-04 00:00:00,2018-01-29 21:33:01,8.35,0.0,5670,2008,29.528529186288466
15744,Ecchi_Otaku,372156,102,870,0,0,130,278.20972222222224,Male,LA,1990-12-15,,2010-08-19 00:00:00,2018-02-25 03:18:40,8.53,0.0,16847,2010,30.861899025298435
8070,firokyoko,37382,5,136,11,48,21,58.980555555555554,Male,FL,1988-08-25,,2008-02-14 00:00:00,2010-03-17 11:46:00,8.28,0.0,3401,2008,33.16723250465447
56661,princePANIC,7670,0,17,7,0,24,6.5625,Female,CT,1988-01-22,,2007-07-16 00:00:00,2008-12-29 17:32:00,8.94,0.0,406,2007,33.75862446610448
7700,coachhines,173312,11,108,0,9,3,36.07708333333333,Male,CA,1988-07-18,,2009-04-21 00:00:00,2015-10-18 13:58:00,8.04,0.0,2188,2009,33.271273683057714
108177,sig57,365316,3,3,0,0,0,10.868055555555555,Male,MI,1993-10-19,,2010-08-04 00:00:00,2010-08-10 19:58:00,9.17,92.0,661,2010,28.01719417369401
67437,aalg596,3544655,0,117,2,7,159,27.396527777777777,Female,OH,1996-05-17,,2014-02-01 00:00:00,2018-05-17 00:37:43,7.9,0.0,1638,2014,25.44080604534005
21731,Lobeila,3302077,23,149,12,12,170,34.80277777777778,Female,MN,1987-04-23,,2013-10-27 00:00:00,2018-01-18 13:45:53,8.67,0.0,2075,2013,34.5088161209068
37885,TheBrainofBrian,1247323,5,174,2,22,17,53.08680555555556,Male,CO,1985-08-06,,2012-04-12 00:00:00,2018-03-17 13:29:06,7.03,0.0,3173,2012,36.22001971306538
16434,PrincessGamer8,4305773,12,28,5,6,22,14.330555555555556,Female,MN,2002-02-08,,2014-12-07 00:00:00,2018-05-06 23:56:06,8.68,0.0,910,2014,19.710327455919394
86217,Sonyarae,4483513,2,11,1,1,1,2.9569444444444444,Female,TN,1990-08-17,,2015-02-26 00:00:00,2015-06-22 20:31:00,8.62,25.0,183,2015,31.19045011499288
33959,KoMew,52528,0,31,0,0,0,9.374305555555557,Male,CA,1993-03-27,,2008-04-13 00:00:00,2017-01-11 00:58:00,9.16,2.0,563,2008,28.581206877669477
